,Site,Timestamp,Precipitation (in.),Precipitation (in.) Quality,Level (ft),Level (ft) Quality,Discharge (cfs),Discharge (cfs) Quality,Discharge [m^3/s]
13985,33145001,1983-02-07,,,,,2100.0,Approved Ext Data,59.465377860000004
13984,33145001,1983-02-08,,,,,2050.0,Approved Ext Data,58.04953553
13983,33145001,1983-02-09,,,,,2000.0,Approved Ext Data,56.6336932
13982,33145001,1983-02-10,,,,,2000.0,Approved Ext Data,56.6336932
13981,33145001,1983-02-11,,,,,1950.0,Approved Ext Data,55.21785087
13980,33145001,1983-02-12,,,,,1950.0,Approved Ext Data,55.21785087
13979,33145001,1983-02-13,,,,,1950.0,Approved Ext Data,55.21785087
13978,33145001,1983-02-14,,,,,1950.0,Approved Ext Data,55.21785087
13977,33145001,1983-02-15,,,,,1950.0,Approved Ext Data,55.21785087
13976,33145001,1983-02-16,,,,,1980.0,Approved Ext Data,56.067356268000005
13975,33145001,1983-02-17,,,,,2050.0,Approved Ext Data,58.04953553
13974,33145001,1983-02-18,,,,,2200.0,Approved Ext Data,62.297062520000004
13973,33145001,1983-02-19,,,,,2500.0,Approved Ext Data,70.7921165
13972,33145001,1983-02-20,,,,,2800.0,Approved Ext Data,79.28717048
13971,33145001,1983-02-21,,,,,4000.0,Approved Ext Data,113.2673864
13970,33145001,1983-02-22,,,,,5400.0,Approved Ext Data,152.91097164
13969,33145001,1983-02-23,,,,,6800.0,Approved Ext Data,192.55455688
13968,33145001,1983-02-24,,,,,8700.0,Approved Ext Data,246.35656542
13967,33145001,1983-02-25,,,,,10200.0,Approved Ext Data,288.83183532
13966,33145001,1983-02-26,,,,,10800.0,Approved Ext Data,305.82194328
13965,33145001,1983-02-27,,,,,11400.0,Approved Ext Data,322.81205124
13964,33145001,1983-02-28,,,,,12000.0,Approved Ext Data,339.8021592
13963,33145001,1983-03-01,,,,,13500.0,Approved Ext Data,382.2774291
13962,33145001,1983-03-02,,,,,16200.0,Approved Ext Data,458.73291492
13961,33145001,1983-03-03,,,,,22200.0,Approved Ext Data,628.63399452
13960,33145001,1983-03-04,,,,,24400.0,Approved Ext Data,690.93105704
13959,33145001,1983-03-05,,,,,26100.0,Approved Ext Data,739.06969626
13958,33145001,1983-03-06,,,,,27600.0,Approved Ext Data,781.5449661600001
13957,33145001,1983-03-07,,,,,28700.0,Approved Ext Data,812.69349742
13956,33145001,1983-03-08,,,,,29700.0,Approved Ext Data,841.01034402
13955,33145001,1983-03-09,,,,,30000.0,Approved Ext Data,849.505398
13954,33145001,1983-03-10,,,,,29800.0,Approved Ext Data,843.84202868
13953,33145001,1983-03-11,,,,,29400.0,Approved Ext Data,832.51529004
13952,33145001,1983-03-12,,,,,28500.0,Approved Ext Data,807.0301281000001
13951,33145001,1983-03-13,,,,,27500.0,Approved Ext Data,778.7132815
13950,33145001,1983-03-14,,,,,26200.0,Approved Ext Data,741.9013809200001
13949,33145001,1983-03-15,,,,,24600.0,Approved Ext Data,696.59442636
13948,33145001,1983-03-16,,,,,23400.0,Approved Ext Data,662.61421044
13947,33145001,1983-03-17,,,,,22000.0,Approved Ext Data,622.9706252
13946,33145001,1983-03-18,,,,,20800.0,Approved Ext Data,588.99040928
13945,33145001,1983-03-19,,,,,19700.0,Approved Ext Data,557.84187802
13944,33145001,1983-03-20,,,,,18900.0,Approved Ext Data,535.18840074
13943,33145001,1983-03-21,,,,,18200.0,Approved Ext Data,515.36660812
13942,33145001,1983-03-22,,,,,17500.0,Approved Ext Data,495.5448155
13941,33145001,1983-03-23,,,,,17000.0,Approved Ext Data,481.3863922
13940,33145001,1983-03-24,,,,,16500.0,Approved Ext Data,467.2279689
13939,33145001,1983-03-25,,,,,16000.0,Approved Ext Data,453.0695456
13938,33145001,1983-03-26,,,,,15300.0,Approved Ext Data,433.24775298000003
13937,33145001,1983-03-27,,,,,14700.0,Approved Ext Data,416.25764502
13936,33145001,1983-03-28,,,,,13900.0,Approved Ext Data,393.60416774000004
13935,33145001,1983-03-29,,,,,13200.0,Approved Ext Data,373.78237512
13934,33145001,1983-03-30,,,,,12500.0,Approved Ext Data,353.9605825
13933,33145001,1983-03-31,,,,,12300.0,Approved Ext Data,348.29721318
13932,33145001,1983-04-01,,,,,13000.0,Approved Ext Data,368.1190058
13931,33145001,1983-04-02,,,,,14000.0,Approved Ext Data,396.4358524
13930,33145001,1983-04-03,,,,,15100.0,Approved Ext Data,427.58438366
13929,33145001,1983-04-04,,,,,16500.0,Approved Ext Data,467.2279689
13928,33145001,1983-04-05,,,,,18200.0,Approved Ext Data,515.36660812
13927,33145001,1983-04-06,,,,,21400.0,Approved Ext Data,605.98051724
13926,33145001,1983-04-07,,,,,25200.0,Approved Ext Data,713.58453432
13925,33145001,1983-04-08,,,,,27200.0,Approved Ext Data,770.21822752
13924,33145001,1983-04-09,,,,,28000.0,Approved Ext Data,792.8717048
13923,33145001,1983-04-10,,,,,27500.0,Approved Ext Data,778.7132815
13922,33145001,1983-04-11,,,,,27200.0,Approved Ext Data,770.21822752
13921,33145001,1983-04-12,,,,,26800.0,Approved Ext Data,758.89148888
13920,33145001,1983-04-13,,,,,26900.0,Approved Ext Data,761.7231735400001
13919,33145001,1983-04-14,,,,,28000.0,Approved Ext Data,792.8717048
13918,33145001,1983-04-15,,,,,29200.0,Approved Ext Data,826.8519207200001
13917,33145001,1983-04-16,,,,,30200.0,Approved Ext Data,855.16876732
13916,33145001,1983-04-17,,,,,31500.0,Approved Ext Data,891.9806679000001
13915,33145001,1983-04-18,,,,,32900.0,Approved Ext Data,931.6242531400001
13914,33145001,1983-04-19,,,,,33300.0,Approved Ext Data,942.95099178
13913,33145001,1983-04-20,,,,,33100.0,Approved Ext Data,937.2876224600001
13912,33145001,1983-04-21,,,,,32100.0,Approved Ext Data,908.97077586
13911,33145001,1983-04-22,,,,,30500.0,Approved Ext Data,863.6638213
13910,33145001,1983-04-23,,,,,28800.0,Approved Ext Data,815.52518208
13909,33145001,1983-04-24,,,,,27100.0,Approved Ext Data,767.3865428600001
13908,33145001,1983-04-25,,,,,25500.0,Approved Ext Data,722.0795883000001
13907,33145001,1983-04-26,,,,,24200.0,Approved Ext Data,685.26768772
13906,33145001,1983-04-27,,,,,22500.0,Approved Ext Data,637.1290485000001
13905,33145001,1983-04-28,,,,,20900.0,Approved Ext Data,591.8220939400001
13904,33145001,1983-04-29,,,,,19500.0,Approved Ext Data,552.1785087000001
13903,33145001,1983-04-30,,,,,18600.0,Approved Ext Data,526.69334676
13902,33145001,1983-05-01,,,,,17700.0,Approved Ext Data,501.20818482
13901,33145001,1983-05-02,,,,,17000.0,Approved Ext Data,481.3863922
13900,33145001,1983-05-03,,,,,16300.0,Approved Ext Data,461.56459958
13899,33145001,1983-05-04,,,,,15600.0,Approved Ext Data,441.74280696
13898,33145001,1983-05-05,,,,,15200.0,Approved Ext Data,430.41606832
13897,33145001,1983-05-06,,,,,15100.0,Approved Ext Data,427.58438366
13896,33145001,1983-05-07,,,,,15400.0,Approved Ext Data,436.07943764000004
13895,33145001,1983-05-08,,,,,16300.0,Approved Ext Data,461.56459958
13894,33145001,1983-05-09,,,,,17400.0,Approved Ext Data,492.71313084
13893,33145001,1983-05-10,,,,,18500.0,Approved Ext Data,523.8616621
13892,33145001,1983-05-11,,,,,19500.0,Approved Ext Data,552.1785087000001
13891,33145001,1983-05-12,,,,,20600.0,Approved Ext Data,583.32703996
13890,33145001,1983-05-13,,,,,21700.0,Approved Ext Data,614.47557122
13889,33145001,1983-05-14,,,,,22100.0,Approved Ext Data,625.80230986
13888,33145001,1983-05-15,,,,,21900.0,Approved Ext Data,620.13894054
13887,33145001,1983-05-16,,,,,21400.0,Approved Ext Data,605.98051724
13886,33145001,1983-05-17,,,,,20200.0,Approved Ext Data,572.0003013200001
13885,33145001,1983-05-18,,,,,18900.0,Approved Ext Data,535.18840074
13884,33145001,1983-05-19,,,,,17900.0,Approved Ext Data,506.87155414
13883,33145001,1983-05-20,,,,,17100.0,Approved Ext Data,484.21807686
13882,33145001,1983-05-21,,,,,16200.0,Approved Ext Data,458.73291492
13881,33145001,1983-05-22,,,,,15300.0,Approved Ext Data,433.24775298000003
13880,33145001,1983-05-23,,,,,14400.0,Approved Ext Data,407.76259104
13879,33145001,1983-05-24,,,,,13600.0,Approved Ext Data,385.10911376
13878,33145001,1983-05-25,,,,,12700.0,Approved Ext Data,359.62395182
13877,33145001,1983-05-26,,,,,11700.0,Approved Ext Data,331.30710522
13876,33145001,1983-05-27,,,,,10700.0,Approved Ext Data,302.99025862
13875,33145001,1983-05-28,,,,,10000.0,Approved Ext Data,283.168466
13874,33145001,1983-05-29,,,,,9360.0,Approved Ext Data,265.045684176
13873,33145001,1983-05-30,,,,,8860.0,Approved Ext Data,250.887260876
13872,33145001,1983-05-31,,,,,8460.0,Approved Ext Data,239.560522236
13871,33145001,1983-06-01,,,,,7970.0,Approved Ext Data,225.685267402
13870,33145001,1983-06-02,,,,,7530.0,Approved Ext Data,213.225854898
13869,33145001,1983-06-03,,,,,7330.0,Approved Ext Data,207.562485578
13868,33145001,1983-06-04,,,,,7120.0,Approved Ext Data,201.61594779200001
13867,33145001,1983-06-05,,,,,6830.0,Approved Ext Data,193.404062278
13866,33145001,1983-06-06,,,,,6540.0,Approved Ext Data,185.192176764
13865,33145001,1983-06-07,,,,,6270.0,Approved Ext Data,177.546628182
13864,33145001,1983-06-08,,,,,6000.0,Approved Ext Data,169.9010796
13863,33145001,1983-06-09,,,,,5750.0,Approved Ext Data,162.82186795
13862,33145001,1983-06-10,,,,,5540.0,Approved Ext Data,156.875330164
13861,33145001,1983-06-11,,,,,5360.0,Approved Ext Data,151.77829777600002
13860,33145001,1983-06-12,,,,,5190.0,Approved Ext Data,146.964433854
13859,33145001,1983-06-13,,,,,5050.0,Approved Ext Data,143.00007533000002
13858,33145001,1983-06-14,,,,,5120.0,Approved Ext Data,144.982254592
13857,33145001,1983-06-15,,,,,5960.0,Approved Ext Data,168.768405736
13856,33145001,1983-06-16,,,,,7580.0,Approved Ext Data,214.641697228
13855,33145001,1983-06-17,,,,,9130.0,Approved Ext Data,258.53280945800003
13854,33145001,1983-06-18,,,,,10100.0,Approved Ext Data,286.00015066000003
13853,33145001,1983-06-19,,,,,10600.0,Approved Ext Data,300.15857396
13852,33145001,1983-06-20,,,,,10700.0,Approved Ext Data,302.99025862
13851,33145001,1983-06-21,,,,,11300.0,Approved Ext Data,319.98036658
13850,33145001,1983-06-22,,,,,12600.0,Approved Ext Data,356.79226716
13849,33145001,1983-06-23,,,,,12900.0,Approved Ext Data,365.28732114
13848,33145001,1983-06-24,,,,,12800.0,Approved Ext Data,362.45563648
13847,33145001,1983-06-25,,,,,12800.0,Approved Ext Data,362.45563648
13846,33145001,1983-06-26,,,,,12600.0,Approved Ext Data,356.79226716
13845,33145001,1983-06-27,,,,,12200.0,Approved Ext Data,345.46552852
13844,33145001,1983-06-28,,,,,11500.0,Approved Ext Data,325.6437359
13843,33145001,1983-06-29,,,,,11200.0,Approved Ext Data,317.14868192
13842,33145001,1983-06-30,,,,,11400.0,Approved Ext Data,322.81205124
13841,33145001,1983-07-01,,,,,12200.0,Approved Ext Data,345.46552852
13840,33145001,1983-07-02,,,,,13600.0,Approved Ext Data,385.10911376
13839,33145001,1983-07-03,,,,,15200.0,Approved Ext Data,430.41606832
13838,33145001,1983-07-04,,,,,17300.0,Approved Ext Data,489.88144618
13837,33145001,1983-07-05,,,,,20200.0,Approved Ext Data,572.0003013200001
13836,33145001,1983-07-06,,,,,23400.0,Approved Ext Data,662.61421044
13835,33145001,1983-07-07,,,,,25100.0,Approved Ext Data,710.75284966
13834,33145001,1983-07-08,,,,,25500.0,Approved Ext Data,722.0795883000001
13833,33145001,1983-07-09,,,,,25100.0,Approved Ext Data,710.75284966
13832,33145001,1983-07-10,,,,,23900.0,Approved Ext Data,676.7726337400001
13831,33145001,1983-07-11,,,,,22300.0,Approved Ext Data,631.46567918
13830,33145001,1983-07-12,,,,,20200.0,Approved Ext Data,572.0003013200001
13829,33145001,1983-07-13,,,,,18400.0,Approved Ext Data,521.02997744
13828,33145001,1983-07-14,,,,,17000.0,Approved Ext Data,481.3863922
13827,33145001,1983-07-15,,,,,15200.0,Approved Ext Data,430.41606832
13826,33145001,1983-07-16,,,,,12600.0,Approved Ext Data,356.79226716
13825,33145001,1983-07-17,,,,,10300.0,Approved Ext Data,291.66351998
13824,33145001,1983-07-18,,,,,8750.0,Approved Ext Data,247.77240775
13823,33145001,1983-07-19,,,,,7660.0,Approved Ext Data,216.907044956
13822,33145001,1983-07-20,,,,,6960.0,Approved Ext Data,197.085252336
13821,33145001,1983-07-21,,,,,6570.0,Approved Ext Data,186.041682162
13820,33145001,1983-07-22,,,,,6270.0,Approved Ext Data,177.546628182
13819,33145001,1983-07-23,,,,,5950.0,Approved Ext Data,168.48523727
13818,33145001,1983-07-24,,,,,5520.0,Approved Ext Data,156.308993232
13817,33145001,1983-07-25,,,,,5090.0,Approved Ext Data,144.132749194
13816,33145001,1983-07-26,,,,,4710.0,Approved Ext Data,133.372347486
13815,33145001,1983-07-27,,,,,4400.0,Approved Ext Data,124.59412504000001
13814,33145001,1983-07-28,,,,,4180.0,Approved Ext Data,118.36441878800001
13813,33145001,1983-07-29,,,,,4000.0,Approved Ext Data,113.2673864
13812,33145001,1983-07-30,,,,,3830.0,Approved Ext Data,108.453522478
13811,33145001,1983-07-31,,,,,3680.0,Approved Ext Data,104.205995488
13810,33145001,1983-08-01,,,,,3510.0,Approved Ext Data,99.392131566
13809,33145001,1983-08-02,,,,,3300.0,Approved Ext Data,93.44559378
13808,33145001,1983-08-03,,,,,3100.0,Approved Ext Data,87.78222446000001
13807,33145001,1983-08-04,,,,,2900.0,Approved Ext Data,82.11885514000001
13806,33145001,1983-08-05,,,,,2700.0,Approved Ext Data,76.45548582
13805,33145001,1983-08-06,,,,,2540.0,Approved Ext Data,71.924790364
13804,33145001,1983-08-07,,,,,2380.0,Approved Ext Data,67.394094908
13803,33145001,1983-08-08,,,,,2260.0,Approved Ext Data,63.996073316
13802,33145001,1983-08-09,,,,,2130.0,Approved Ext Data,60.314883258
13801,33145001,1983-08-10,,,,,2020.0,Approved Ext Data,57.200030132
13800,33145001,1983-08-11,,,,,1900.0,Approved Ext Data,53.80200854
13799,33145001,1983-08-12,,,,,1810.0,Approved Ext Data,51.253492346
13798,33145001,1983-08-13,,,,,1730.0,Approved Ext Data,48.988144618
13797,33145001,1983-08-14,,,,,1640.0,Approved Ext Data,46.439628424
13796,33145001,1983-08-15,,,,,1580.0,Approved Ext Data,44.740617628
13795,33145001,1983-08-16,,,,,1510.0,Approved Ext Data,42.758438366
13794,33145001,1983-08-17,,,,,1480.0,Approved Ext Data,41.908932968
13793,33145001,1983-08-18,,,,,1390.0,Approved Ext Data,39.360416774
13792,33145001,1983-08-19,,,,,1330.0,Approved Ext Data,37.661405978
13791,33145001,1983-08-20,,,,,1250.0,Approved Ext Data,35.39605825
13790,33145001,1983-08-21,,,,,1220.0,Approved Ext Data,34.546552852
13789,33145001,1983-08-22,,,,,1190.0,Approved Ext Data,33.697047454
13788,33145001,1983-08-23,,,,,1120.0,Approved Ext Data,31.714868192
13787,33145001,1983-08-24,,,,,1070.0,Approved Ext Data,30.299025862
13786,33145001,1983-08-25,,,,,1460.0,Approved Ext Data,41.342596036
13785,33145001,1983-08-26,,,,,2030.0,Approved Ext Data,57.483198598
13784,33145001,1983-08-27,,,,,2110.0,Approved Ext Data,59.748546326
13783,33145001,1983-08-28,,,,,2040.0,Approved Ext Data,57.766367064
13782,33145001,1983-08-29,,,,,1920.0,Approved Ext Data,54.368345472
13781,33145001,1983-08-30,,,,,2350.0,Approved Ext Data,66.54458951000001
13780,33145001,1983-08-31,,,,,2950.0,Approved Ext Data,83.53469747
13779,33145001,1983-09-01,,,,,2780.0,Approved Ext Data,78.720833548
13778,33145001,1983-09-02,,,,,2360.0,Approved Ext Data,66.827757976
13777,33145001,1983-09-03,,,,,2010.0,Approved Ext Data,56.916861666
13776,33145001,1983-09-04,,,,,1800.0,Approved Ext Data,50.97032388
13775,33145001,1983-09-05,,,,,1710.0,Approved Ext Data,48.421807686
13774,33145001,1983-09-06,,,,,1770.0,Approved Ext Data,50.120818482000004
13773,33145001,1983-09-07,,,,,1710.0,Approved Ext Data,48.421807686
13772,33145001,1983-09-08,,,,,1580.0,Approved Ext Data,44.740617628
13771,33145001,1983-09-09,,,,,1560.0,Approved Ext Data,44.174280696000004
13770,33145001,1983-09-10,,,,,1520.0,Approved Ext Data,43.041606832
13769,33145001,1983-09-11,,,,,1470.0,Approved Ext Data,41.625764502
13768,33145001,1983-09-12,,,,,1410.0,Approved Ext Data,39.926753706
13767,33145001,1983-09-13,,,,,1340.0,Approved Ext Data,37.944574444000004
13766,33145001,1983-09-14,,,,,1310.0,Approved Ext Data,37.095069046
13765,33145001,1983-09-15,,,,,1360.0,Approved Ext Data,38.510911376
13764,33145001,1983-09-16,,,,,1520.0,Approved Ext Data,43.041606832
13763,33145001,1983-09-17,,,,,1650.0,Approved Ext Data,46.72279689
13762,33145001,1983-09-18,,,,,1660.0,Approved Ext Data,47.005965356000004
13761,33145001,1983-09-19,,,,,1620.0,Approved Ext Data,45.873291492
13760,33145001,1983-09-20,,,,,1650.0,Approved Ext Data,46.72279689
13759,33145001,1983-09-21,,,,,1690.0,Approved Ext Data,47.855470754
13758,33145001,1983-09-22,,,,,1630.0,Approved Ext Data,46.156459958
13757,33145001,1983-09-23,,,,,1620.0,Approved Ext Data,45.873291492
13756,33145001,1983-09-24,,,,,1990.0,Approved Ext Data,56.350524734000004
13755,33145001,1983-09-25,,,,,2100.0,Approved Ext Data,59.465377860000004
13754,33145001,1983-09-26,,,,,1960.0,Approved Ext Data,55.501019336
13753,33145001,1983-09-27,,,,,1790.0,Approved Ext Data,50.687155414
13752,33145001,1983-09-28,,,,,1630.0,Approved Ext Data,46.156459958
13751,33145001,1983-09-29,,,,,1510.0,Approved Ext Data,42.758438366
13750,33145001,1983-09-30,,,,,1420.0,Approved Ext Data,40.209922172
13749,33145001,1983-10-01,,,,,1330.0,Approved Ext Data,37.661405978
13748,33145001,1983-10-02,,,,,1260.0,Approved Ext Data,35.679226716
13747,33145001,1983-10-03,,,,,1220.0,Approved Ext Data,34.546552852
13746,33145001,1983-10-04,,,,,1170.0,Approved Ext Data,33.130710522
13745,33145001,1983-10-05,,,,,1130.0,Approved Ext Data,31.998036658
13744,33145001,1983-10-06,,,,,1100.0,Approved Ext Data,31.148531260000002
13743,33145001,1983-10-07,,,,,1080.0,Approved Ext Data,30.582194328
13742,33145001,1983-10-08,,,,,1050.0,Approved Ext Data,29.732688930000002
13741,33145001,1983-10-09,,,,,1010.0,Approved Ext Data,28.600015066
13740,33145001,1983-10-10,,,,,983.0,Approved Ext Data,27.8354602078
13739,33145001,1983-10-11,,,,,1190.0,Approved Ext Data,33.697047454
13738,33145001,1983-10-12,,,,,1550.0,Approved Ext Data,43.891112230000005
13737,33145001,1983-10-13,,,,,1710.0,Approved Ext Data,48.421807686
13736,33145001,1983-10-14,,,,,1680.0,Approved Ext Data,47.572302288
13735,33145001,1983-10-15,,,,,1620.0,Approved Ext Data,45.873291492
13734,33145001,1983-10-16,,,,,1670.0,Approved Ext Data,47.289133822000004
13733,33145001,1983-10-17,,,,,1760.0,Approved Ext Data,49.837650016
13732,33145001,1983-10-18,,,,,1730.0,Approved Ext Data,48.988144618
13731,33145001,1983-10-19,,,,,1680.0,Approved Ext Data,47.572302288
13730,33145001,1983-10-20,,,,,1680.0,Approved Ext Data,47.572302288
13729,33145001,1983-10-21,,,,,1780.0,Approved Ext Data,50.403986948000004
13728,33145001,1983-10-22,,,,,1820.0,Approved Ext Data,51.536660812
13727,33145001,1983-10-23,,,,,1830.0,Approved Ext Data,51.819829278
13726,33145001,1983-10-24,,,,,1900.0,Approved Ext Data,53.80200854
13725,33145001,1983-10-25,,,,,1980.0,Approved Ext Data,56.067356268000005
13724,33145001,1983-10-26,,,,,2050.0,Approved Ext Data,58.04953553
13723,33145001,1983-10-27,,,,,2050.0,Approved Ext Data,58.04953553
13722,33145001,1983-10-28,,,,,2050.0,Approved Ext Data,58.04953553
13721,33145001,1983-10-29,,,,,1980.0,Approved Ext Data,56.067356268000005
13720,33145001,1983-10-30,,,,,1920.0,Approved Ext Data,54.368345472
13719,33145001,1983-10-31,,,,,1880.0,Approved Ext Data,53.235671608000004
13718,33145001,1983-11-01,,,,,1830.0,Approved Ext Data,51.819829278
13717,33145001,1983-11-02,,,,,1850.0,Approved Ext Data,52.38616621
13716,33145001,1983-11-03,,,,,1840.0,Approved Ext Data,52.102997744
13715,33145001,1983-11-04,,,,,1830.0,Approved Ext Data,51.819829278
13714,33145001,1983-11-05,,,,,1810.0,Approved Ext Data,51.253492346
13713,33145001,1983-11-06,,,,,1800.0,Approved Ext Data,50.97032388
13712,33145001,1983-11-07,,,,,1780.0,Approved Ext Data,50.403986948000004
13711,33145001,1983-11-08,,,,,1770.0,Approved Ext Data,50.120818482000004
13710,33145001,1983-11-09,,,,,1810.0,Approved Ext Data,51.253492346
13709,33145001,1983-11-10,,,,,1900.0,Approved Ext Data,53.80200854
13708,33145001,1983-11-11,,,,,1960.0,Approved Ext Data,55.501019336
13707,33145001,1983-11-12,,,,,1910.0,Approved Ext Data,54.085177006
13706,33145001,1983-11-13,,,,,1900.0,Approved Ext Data,53.80200854
13705,33145001,1983-11-14,,,,,1940.0,Approved Ext Data,54.934682404
13704,33145001,1983-11-15,,,,,2040.0,Approved Ext Data,57.766367064
13703,33145001,1983-11-16,,,,,2150.0,Approved Ext Data,60.88122019
13702,33145001,1983-11-17,,,,,2180.0,Approved Ext Data,61.730725588
13701,33145001,1983-11-18,,,,,2220.0,Approved Ext Data,62.863399452
13700,33145001,1983-11-19,,,,,2390.0,Approved Ext Data,67.677263374
13699,33145001,1983-11-20,,,,,2890.0,Approved Ext Data,81.835686674
